fips,average_20,complete_20,average_48,complete_48,average_50,complete_50,average_75,complete_75
US47079,2,3,30,4,30,0,6,3
US47081,2,3,30,23,30,23,6,32
US47083,2,3,9,4,9,0,23,5
US47085,2,3,30,23,30,23,6,32
US47087,2,3,9,4,9,0,23,5
US47089,2,7,11,13,2,13,66,74
US47091,2,7,11,13,2,13,66,45
US47093,2,7,11,13,2,13,56,74
US47095,2,3,30,4,30,0,6,3
US47097,2,1,30,6,30,6,6,47
US47099,2,14,30,15,30,15,6,26
US47101,3,3,46,4,46,0,4,5
US47103,2,14,30,15,30,15,6,26
US47105,2,7,11,13,2,13,56,74
US47107,2,14,11,15,2,15,56,26
US47109,2,1,30,6,30,6,6,47
US47111,2,3,30,22,30,22,6,0
US47113,2,1,30,6,30,6,6,47
US47115,4,14,5,15,0,15,5,26
US47117,2,14,30,15,30,15,6,26
US47119,2,14,30,15,30,15,6,26
US47121,2,14,9,15,9,15,23,26
US47123,2,14,11,15,2,15,56,26
US47125,2,14,30,7,30,7,6,41
US47127,2,14,30,15,30,15,6,26
US47129,2,7,11,13,2,13,56,74
US47131,2,3,30,4,30,0,6,3
US47133,2,14,30,15,30,15,6,26
US47135,2,3,9,4,9,0,23,3
US47137,2,3,9,23,9,23,23,32
US47139,2,14,11,15,2,15,56,26
US47141,2,14,30,15,30,15,6,26
US47143,2,14,9,15,9,15,23,26
US47145,2,7,11,13,2,13,56,74
US47147,2,1,30,6,30,6,6,47
US47149,2,1,30,6,30,6,6,47
US47151,2,7,11,13,2,13,56,74
US47153,2,14,9,15,9,15,23,26
US47155,2,7,11,13,2,13,66,74
US47157,6,1,34,6,34,6,69,47
US47159,2,3,30,22,30,22,6,0
US47161,2,3,9,4,9,0,23,5
US47163,2,7,11,13,2,13,66,45
US47165,2,1,30,6,30,6,6,47
US47167,2,1,30,6,30,6,6,47
US47169,2,3,30,22,30,22,6,0
US47171,2,7,11,13,2,13,66,45
US47173,2,3,11,4,2,0,74,3
US47175,2,3,9,4,9,0,23,5
US47177,2,3,30,23,30,23,6,32
US47179,2,7,11,13,2,13,66,45
US47181,2,3,9,4,9,0,23,3
US47183,2,3,30,4,30,0,6,3
US47185,2,14,30,15,30,15,6,26
US47187,2,1,30,6,30,6,6,47
US47189,2,1,30,6,30,6,6,47
US48001,5,11,8,1,8,49,7,49
US48003,5,11,37,1,37,20,8,61
US48005,5,11,0,1,48,49,48,49
US48007,5,11,0,8,24,8,30,19
US48009,2,11,9,1,9,20,23,10
US48011,2,3,9,23,9,23,23,32
US48013,5,11,0,8,24,8,71,59
US48015,5,11,0,8,48,8,48,19
US48017,5,3,37,18,37,18,8,62
US48019,5,3,0,4,48,0,48,50
US48021,5,11,0,8,48,8,48,19
US48023,2,3,9,4,9,0,23,5
US48025,5,11,0,8,24,8,30,19
US48027,5,11,8,1,8,20,57,61
US48029,5,11,0,8,48,8,48,19
US48031,5,3,0,4,48,0,48,50
US48033,2,3,9,4,9,0,23,5
US48035,5,3,8,18,8,18,57,62
US48037,2,3,9,23,9,23,15,15
US48039,5,11,0,8,48,8,48,19
US48041,5,11,0,8,48,8,48,19
US48043,5,3,37,12,37,12,8,18
US48045,2,3,9,23,9,23,23,32
US48047,5,15,0,32,24,32,30,66
US48049,5,3,8,40,8,40,57,67
US48051,5,3,0,40,48,40,48,67
US48053,5,3,0,4,48,0,48,50
US48055,5,11,0,8,48,8,48,19
US48057,5,11,0,8,24,8,30,19
US48059,5,11,37,1,37,20,8,61
US48061,5,11,0,8,24,8,30,59
US48063,5,11,8,1,8,20,7,10
US48065,7,3,15,4,15,0,0,3
US48067,5,11,8,1,8,20,7,10
US48069,5,11,37,1,37,20,8,61
US48071,5,11,0,1,48,49,48,49
US48073,5,11,8,1,8,49,7,49
US48075,5,11,8,1,8,20,57,10
US48077,5,11,8,1,8,20,57,10
US48079,2,3,9,18,9,18,23,62
US48081,2,3,9,4,9,0,23,5
US48083,2,3,9,4,9,0,23,5
US48085,5,11,8,1,8,20,7,10
US48087,2,3,9,4,9,0,23,3
US48089,5,11,0,8,48,8,48,19
US48091,5,11,0,8,48,8,48,19
US48093,5,3,8,40,8,40,57,67
US48095,2,3,9,18,9,18,23,62
US48097,5,11,8,1,8,20,7,10
US48099,5,11,8,1,8,20,57,61
US48101,2,3,9,18,9,18,23,62
US48103,5,11,37,1,37,20,8,61
US48105,5,3,37,22,37,22,8,0
US48107,2,3,9,18,9,18,23,62
US48109,5,11,37,1,37,20,8,61
US48111,2,3,9,23,9,23,23,15
US48113,5,11,8,1,8,20,7,10
US48115,5,11,37,1,37,20,8,61
US48117,5,3,37,4,37,0,8,3
US48119,2,3,9,22,9,22,23,0
US48121,5,11,8,1,8,20,7,10
US48123,5,3,0,22,24,22,30,0
US48125,2,3,9,4,9,0,23,5
US48127,5,11,0,8,24,8,71,59
US48129,7,3,15,4,15,0,0,3
US48131,5,15,0,32,24,32,30,66
US48133,5,11,37,1,37,20,8,61
US48135,5,11,37,1,37,20,8,61
US48137,2,3,9,4,9,0,23,5
US48139,5,11,8,1,8,49,7,49
US48141,7,2,15,25,15,25,0,25
US48143,5,11,8,1,8,20,57,10
US48145,5,3,8,18,8,18,57,62
US48147,5,3,8,23,8,23,7,15
US48149,5,11,0,8,48,8,48,19
US48151,2,3,9,4,9,0,23,5
US48153,5,11,37,1,37,20,8,61
US48155,2,3,9,22,9,22,23,0
US48157,5,11,0,8,48,8,48,19
US48159,5,3,8,23,8,23,7,15
US48161,5,11,8,1,8,49,7,49
US48163,5,11,0,8,24,8,71,59
US48165,5,3,37,40,37,40,8,71
US48167,5,11,0,8,48,8,48,19
US48169,5,11,37,1,37,20,8,61
US48171,5,3,0,4,48,0,48,50
US48173,2,3,9,18,9,18,23,62
US48175,2,3,9,22,9,22,23,0
US48177,5,11,0,8,24,8,30,19
US48179,5,11,37,1,37,20,8,61
US48181,5,10,8,36,8,36,7,17
US48183,5,11,8,1,8,20,7,10
US48185,5,11,0,8,48,8,48,19
US48187,5,11,0,8,48,8,48,19
US48189,5,11,37,1,37,20,8,61
US48191,2,3,9,23,9,23,23,32
US48193,5,11,8,1,8,20,57,61
US48195,5,3,37,22,37,22,8,0
US48197,5,11,8,1,8,20,57,10
US48199,5,11,0,1,48,49,48,49
US48201,5,11,0,8,48,8,48,19
US48203,5,11,8,1,8,49,7,49
US48205,2,3,9,23,9,23,23,15
US48207,2,3,9,4,9,0,23,5
US48209,5,11,0,8,48,8,48,19
US48211,5,3,37,22,37,22,8,0
US48213,5,11,8,1,8,49,7,49
US48215,5,11,0,8,24,8,30,59
US48217,5,11,8,1,8,20,7,10
US48219,5,11,37,1,37,20,8,61
US48221,5,11,8,1,8,20,57,10
US48223,5,3,8,23,8,23,7,15
US48225,5,3,0,40,48,40,48,67
US48227,5,11,37,1,37,20,8,61
US48229,5,11,37,1,37,20,8,61
US48231,5,11,8,1,8,20,7,10
US48233,5,11,37,1,37,20,8,61
US48235,2,3,9,4,9,0,23,3
US48237,5,11,8,1,8,20,57,10
US48239,5,11,0,8,24,8,30,19
US48241,5,11,0,1,48,49,48,49
US48243,5,3,37,12,37,12,8,18
US48245,5,11,0,1,48,49,48,49
US48247,5,15,0,32,24,32,30,66
US48249,5,15,0,32,24,32,30,66
US48251,5,11,8,1,8,20,7,10
US48253,2,3,9,4,9,0,23,5
US48255,5,11,0,8,24,8,30,19
US48257,5,11,8,1,8,49,7,49
US48259,5,3,0,4,48,0,48,50
US48261,2,3,9,18,9,18,23,62
US48263,2,3,9,22,9,22,23,0
US48265,5,3,0,4,48,0,48,50
US48267,5,3,37,22,37,22,8,0
US48269,2,3,9,18,9,18,23,62
US48271,5,11,0,8,24,8,71,59
US48273,5,15,0,32,24,32,30,66
US48275,2,3,9,4,9,0,23,5
US48277,5,3,8,23,8,23,7,15
US48279,5,3,37,18,37,18,8,62
US48281,5,11,8,1,8,20,57,61
US48283,5,11,0,8,24,8,71,59
US48285,5,3,0,22,24,22,30,0
US48287,5,11,0,8,48,8,48,19
US48289,2,11,9,1,9,49,23,49
US48291,5,3,0,40,48,40,48,67
US48293,5,11,8,1,8,49,7,49
US48295,9,3,32,4,32,0,1,3
US48297,5,15,0,32,24,32,30,66
US48299,5,3,0,4,48,0,48,50
US48301,5,11,37,1,37,20,8,61
US48303,5,11,37,1,37,20,8,61
US48305,5,11,37,1,37,20,8,61
US48307,5,11,37,1,37,20,8,61
US48309,5,11,8,1,8,20,7,10
US48311,2,3,9,4,9,0,23,3
US48313,5,11,8,1,8,49,7,49
US48315,2,3,9,4,9,0,23,3
US48317,5,11,37,1,37,20,8,61
US48319,2,3,9,4,9,0,23,3
US48321,5,11,0,8,24,8,30,19
US48323,5,11,0,8,24,8,71,59
US48325,5,11,0,8,24,8,71,59
US48327,7,1,36,6,36,6,73,63
US48329,5,11,37,1,37,20,8,61
US48331,5,3,0,40,48,40,48,67
US48333,2,3,9,40,9,40,23,67
US48335,5,11,37,1,37,20,8,61
US48337,5,11,8,1,8,20,57,10
US48339,5,11,0,1,48,49,48,49
US48341,5,11,37,1,37,20,8,61
US48343,5,11,8,1,8,20,7,10
US48345,2,3,9,18,9,18,23,62
US48347,5,11,0,1,48,49,48,49
US48349,5,11,8,1,8,49,7,49
US48351,2,3,9,18,9,18,23,62
US48353,5,11,37,1,37,20,8,61
US48355,5,11,0,8,24,8,30,19
US48357,5,3,37,22,37,22,8,0
US48359,7,3,15,4,15,0,0,3
US48361,5,11,0,1,48,49,48,49
US48363,5,11,8,1,8,20,57,10
US48365,5,11,8,1,8,49,7,49
US48367,5,11,8,1,8,20,57,10
US48369,5,3,37,4,37,0,8,3
US48371,5,3,37,22,37,22,8,0
US48373,5,3,0,40,48,40,48,67
US48375,5,11,37,1,37,20,8,61
US48377,5,3,37,12,37,12,8,18
US48379,2,3,9,23,9,23,23,15
US48381,5,11,37,1,37,20,8,61
US48383,2,3,9,4,9,0,23,3
US48385,2,3,9,4,9,0,23,50
US48387,5,3,8,23,8,23,7,15
US48389,5,11,37,1,37,20,8,61
US48391,5,11,0,8,24,8,30,19
US48393,2,3,9,4,9,0,15,3
US48395,5,3,0,40,48,40,48,67
US48397,5,11,8,1,8,20,7,10
US48399,5,11,37,1,37,20,8,61
US48401,5,11,8,1,8,49,7,49
US48403,2,3,9,18,9,18,23,62
US48405,2,3,39,18,39,18,39,62
US48407,2,3,9,40,9,40,23,67
US48409,5,11,0,8,24,8,30,19
US48411,2,3,9,4,9,0,23,5
US48413,2,3,9,4,9,0,23,3
US48415,5,11,37,1,37,20,8,61
US48417,2,11,9,1,9,20,23,61
US48419,2,11,39,1,39,49,39,49
US48421,2,3,9,4,9,0,23,5
US48423,5,11,8,1,8,49,7,49
US48425,5,3,8,18,8,18,57,62
US48427,5,11,0,8,24,8,30,59
US48429,8,3,28,23,28,23,28,32
US48431,2,3,9,4,9,0,23,3
US48433,2,3,9,18,9,18,23,62
US48435,5,3,37,22,37,22,8,0
US48437,5,11,37,1,37,20,8,61
US48439,5,11,8,1,8,20,7,10
US48441,5,11,37,1,37,20,8,61
US48443,2,3,9,18,9,18,23,62
US48445,5,11,37,1,37,20,8,61
US48447,8,3,28,23,28,23,28,32
US48449,5,11,8,1,8,20,7,10
US48451,5,11,37,1,37,20,8,61
US48453,5,11,0,8,48,8,48,19
US48455,5,3,0,40,48,40,48,67
US48457,5,11,0,1,48,49,48,49
US48459,5,11,8,1,8,20,7,10
US48461,2,3,9,4,9,0,23,3
US48463,5,11,0,8,24,8,71,59
US48465,5,11,0,8,24,8,71,59
US48467,5,11,8,1,8,49,7,49
US48469,5,11,0,8,24,8,30,19
US48471,5,11,0,1,48,49,48,49
US48473,5,11,0,8,48,8,48,19
US48475,5,11,37,1,37,20,8,61
US48477,5,11,0,8,48,8,48,19
US48479,5,11,0,8,24,8,30,59
US48481,5,11,0,8,24,8,30,19
US48483,7,3,15,23,15,23,0,15
US48485,5,11,8,1,8,20,57,10
US48487,5,11,8,1,8,20,57,10
US48489,5,11,0,8,24,8,30,59
US48491,5,11,0,8,48,8,48,19
US48493,5,11,0,8,24,8,30,19
US48495,5,11,37,1,37,20,8,61
US48497,5,11,8,1,8,20,57,10
US48499,5,3,8,23,8,23,7,15
US48501,5,3,37,40,37,40,8,71
US48503,5,11,8,1,8,20,57,10
US48505,5,11,0,8,24,8,30,59
US48507,5,11,0,8,24,8,71,59
US49001,3,13,23,5,23,5,72,68
US49003,3,13,23,5,23,5,72,55
US49005,3,13,23,5,23,5,72,55
US49007,3,13,23,5,23,5,72,55
US49009,2,3,9,22,9,22,23,0
US49011,3,13,23,5,23,5,72,55
US49013,3,13,23,5,23,5,72,55
US49015,3,13,23,5,23,5,72,68
US49017,3,13,23,5,23,5,72,55
US49019,3,13,23,5,23,5,72,55
US49021,3,13,23,5,23,5,72,68
US49023,3,13,23,5,23,5,72,68
US49025,3,13,23,5,23,5,72,55
US49027,3,13,23,5,23,5,72,68
US49029,3,3,23,22,23,22,72,0
US49031,3,13,23,5,23,5,72,68
US49033,2,3,9,4,9,0,23,5
US49035,3,13,23,5,23,5,72,55
US49037,3,13,23,5,23,5,72,55
US49039,3,13,23,5,23,5,72,55
US49041,3,13,23,5,23,5,72,68
US49043,3,13,23,5,23,5,72,55
US49045,3,13,23,5,23,5,72,55
US49047,3,13,23,5,23,5,72,55
US49049,3,13,23,5,23,5,72,55
US49051,3,13,23,5,23,5,72,55
US49053,3,13,23,5,23,5,72,68
US49055,3,13,23,5,23,5,72,55
US49057,3,13,23,5,23,5,72,55
US50001,1,19,22,45,22,45,47,22
US50003,1,19,22,45,22,45,47,22
US50005,1,19,22,45,22,45,47,22
US50007,1,19,22,45,22,45,47,22
US50009,0,3,6,4,6,0,36,3
US50011,1,19,22,45,22,45,47,22
US50013,1,19,22,45,22,45,47,22
US50015,1,19,22,45,22,45,47,22
US50017,1,19,22,45,22,45,47,22
US50019,1,19,22,45,22,45,47,22
US50021,1,19,22,45,22,45,47,22
US50023,1,19,22,45,22,45,47,22
US50025,1,19,22,42,22,42,47,42
US50027,1,19,22,42,22,42,47,42
US51001,2,9,9,47,9,47,23,34
US51003,15,9,38,47,38,47,18,7
US51005,15,3,38,4,38,0,18,5
US51007,2,3,9,4,9,0,23,3
